1 2 3
7 63 2
7 64 1
7 65 22
7 66 7
7 67 9
7 68 16
7 69 7
7 32 4
7 71 5
7 72 2
7 73 8
7 74 3
7 75 3
7 76 11
7 77 8
7 78 4
7 157 9
7 79 22
7 80 8
7 81 10
7 160 1
7 82 4
7 30 5
7 83 14
7 152 1
7 84 7
7 85 4
7 86 11
7 87 2
7 88 2
7 89 14
7 90 1
7 129 2
7 92 3
7 93 2
7 94 25
7 95 6
7 96 7
7 97 3
7 98 6
7 99 12
7 100 3
7 101 2
7 102 1
7 103 35
7 104 8
7 105 2
7 106 15
7 107 8
7 108 3
7 109 2
7 110 4
7 112 2
7 113 10
7 114 4
7 115 1
7 116 2
7 117 4
7 118 3
7 119 4
7 120 11
7 121 1
7 122 13
7 123 6
7 124 4
7 125 4
7 126 5
7 127 5
7 128 1
7 154 8
7 130 8
7 131 14
7 132 3
7 133 4
7 134 1
7 135 4
7 136 1
7 137 18
7 138 3
7 153 5
7 139 10
7 140 6
7 158 6
7 141 11
7 142 4
7 143 8
8 145 2
8 11 4
8 12 4
8 13 5
8 155 1
8 14 8
8 15 5
8 17 5
8 18 3
8 19 12
8 20 5
8 2 3
8 23 2
8 156 1
8 25 1
8 26 1
8 27 6
8 28 1
8 29 5
8 30 1
8 31 6
8 32 9
8 33 7
8 34 1
8 35 3
8 36 2
8 148 4
8 37 2
8 149 3
8 39 4
8 40 1
8 150 5
8 42 3
8 44 12
8 151 2
8 45 1
8 48 4
8 51 7
8 52 1
8 53 2
8 54 3
8 55 2
8 59 4
8 57 1
8 58 8
8 22 3
8 60 2
8 61 1
8 3 1
8 63 3
8 64 5
8 65 12
8 66 18
8 67 1
8 70 3
8 71 20
8 75 1
8 49 3
8 77 2
8 78 1
8 80 2
8 81 11
8 82 2
8 83 2
8 152 1
8 84 5
8 85 1
8 86 3
8 87 4
8 88 9
8 90 1
8 92 1
8 93 2
8 94 2
8 95 1
8 96 2
8 98 3
8 99 1
8 102 4
8 103 2
8 104 12
8 106 1
8 107 2
8 108 2
8 110 1
8 111 5
8 112 1
8 113 2
8 114 3
8 115 8
8 117 3
8 118 4
8 119 2
8 120 3
8 121 1
8 122 4
8 126 9
8 127 3
8 154 1
8 131 1
8 132 1
8 133 2
8 47 1
8 135 1
8 136 10
8 137 2
8 138 3
8 153 1
8 139 4
8 140 3
8 141 1
8 142 5
8 143 1
145 9 7
145 10 3
145 11 10
145 12 3
145 13 2
145 146 3
145 155 1
145 14 1
145 15 6
145 16 1
145 17 3
145 19 9
145 20 3
145 21 2
145 22 5
145 23 3
145 24 4
145 25 11
145 26 2
145 27 9
145 29 2
145 30 2
145 31 6
145 2 3
145 33 1
145 34 1
145 121 1
145 35 13
145 36 1
145 148 2
145 37 1
145 39 12
145 40 2
145 150 2
145 42 2
145 43 1
145 44 4
145 151 4
145 45 3
145 159 14
145 46 3
145 49 1
145 48 3
145 51 3
145 52 5
145 53 6
145 54 1
145 55 14
145 56 3
145 57 1
145 58 2
145 59 5
145 61 5
145 3 6
145 63 1
145 64 3
145 65 9
145 67 6
145 68 11
145 69 16
145 70 11
145 71 1
145 72 3
145 73 1
145 74 3
145 50 1
145 76 1
145 77 5
145 78 2
145 157 13
145 79 1
145 80 3
145 81 2
145 160 4
145 82 2
145 83 2
145 152 2
145 84 3
145 85 1
145 86 2
145 87 1
145 88 7
145 89 20
145 90 4
145 91 1
145 92 4
145 94 6
145 95 2
145 96 1
145 97 5
145 98 3
145 99 4
145 100 1
145 102 3
145 103 8
145 104 4
145 105 7
145 106 5
145 107 8
145 108 5
145 110 2
145 112 3
145 113 7
145 114 2
145 116 1
145 117 7
145 118 4
145 119 10
145 120 11
145 75 3
145 123 2
145 125 3
145 126 1
145 127 4
145 128 1
145 154 1
145 129 4
145 130 5
145 131 6
145 132 3
145 47 5
145 135 5
145 136 7
145 137 10
145 138 2
145 153 3
145 139 12
145 140 3
145 141 5
145 142 2
145 143 1
9 73 2
9 10 4
9 11 3
9 12 10
9 14 4
9 15 15
9 16 8
9 18 5
9 19 6
9 20 8
9 21 5
9 22 3
9 23 2
9 24 1
9 25 10
9 26 2
9 27 2
9 28 6
9 29 9
9 2 2
9 147 2
9 31 10
9 70 2
9 33 5
9 34 11
9 35 5
9 36 9
9 148 10
9 37 4
9 149 6
9 39 5
9 40 7
9 41 4
9 150 4
9 42 3
9 44 11
9 151 7
9 45 3
9 159 2
9 46 9
9 47 2
9 48 4
9 49 16
9 50 6
9 51 2
9 52 3
9 53 1
9 54 6
9 55 2
9 56 12
9 57 10
9 58 13
9 59 10
9 60 1
9 61 3
9 3 10
9 63 6
9 64 4
9 65 3
9 66 7
9 67 8
9 68 4
9 69 6
9 32 9
9 71 11
9 74 2
9 75 9
9 76 5
9 77 3
9 78 4
9 157 5
9 79 1
9 80 5
9 81 2
9 160 1
9 82 4
9 83 1
9 152 6
9 84 4
9 85 5
9 86 7
9 87 4
9 88 2
9 89 8
9 90 11
9 91 1
9 92 7
9 93 8
9 94 13
9 95 19
9 96 5
9 97 1
9 98 9
9 99 2
9 100 1
9 101 4
9 102 5
9 103 3
9 104 5
9 105 6
9 106 1
9 107 3
9 108 7
9 109 2
9 111 6
9 112 8
9 113 2
9 114 2
9 115 3
9 116 1
9 117 14
9 118 1
9 119 10
9 120 9
9 121 16
9 122 2
9 123 5
9 124 3
9 125 3
9 126 2
9 127 8
9 154 2
9 129 6
9 130 1
9 132 3
9 133 5
9 134 3
9 135 1
9 136 4
9 137 10
9 138 6
9 153 3
9 139 2
9 140 9
9 141 4
9 142 6
9 143 7
10 73 3
10 11 12
10 12 2
10 13 24
10 146 3
10 155 1
10 14 6
10 15 9
10 16 3
10 17 8
10 18 1
10 19 12
10 20 4
10 21 10
10 2 3
10 23 3
10 24 10
10 25 2
10 26 2
10 27 2
10 28 3
10 29 7
10 30 1
10 31 5
10 32 7
10 33 3
10 34 1
10 35 8
10 36 5
10 148 2
10 39 3
10 40 4
10 150 3
10 42 7
10 44 8
10 151 3
10 45 3
10 159 1
10 46 1
10 47 9
10 48 4
10 49 7
10 50 7
10 51 8
10 52 2
10 53 3
10 54 5
10 55 9
10 56 8
10 57 3
10 22 3
10 60 10
10 61 12
10 3 23
10 63 1
10 64 11
10 65 1
10 66 3
10 67 7
10 68 7
10 69 8
10 70 6
10 71 13
10 72 12
10 74 3
10 75 1
10 76 18
10 77 8
10 58 16
10 157 4
10 79 1
10 80 16
10 81 5
10 82 5
10 83 6
10 152 2
10 84 1
10 85 2
10 86 20
10 89 25
10 90 3
10 91 2
10 92 4
10 93 6
10 94 3
10 95 3
10 96 11
10 97 1
10 98 2
10 99 4
10 100 5
10 101 11
10 102 1
10 103 13
10 104 1
10 105 6
10 106 3
10 107 3
10 108 6
10 109 1
10 110 2
10 111 7
10 112 1
10 113 6
10 114 1
10 115 1
10 117 2
10 118 4
10 119 6
10 120 4
10 121 4
10 122 10
10 123 4
10 124 1
10 125 6
10 126 4
10 127 6
10 128 5
10 154 4
10 129 1
10 130 5
10 131 4
10 132 10
10 133 2
10 134 4
10 135 2
10 136 18
10 137 7
10 138 4
10 153 5
10 139 6
10 140 7
10 158 9
10 141 19
10 142 4
10 143 15
11 2 12
11 12 1
11 13 3
11 146 17
11 155 4
11 14 2
11 15 6
11 16 1
11 17 7
11 19 47
11 20 5
11 21 8
11 22 2
11 156 10
11 25 24
11 26 2
11 27 2
11 30 1
11 147 1
11 31 4
11 32 4
11 34 3
11 24 5
11 35 2
11 148 2
11 37 1
11 149 5
11 39 6
11 40 24
11 41 2
11 150 10
11 42 8
11 43 14
11 44 3
11 151 5
11 45 4
11 159 5
11 46 4
11 47 14
11 48 2
11 50 5
11 51 6
11 52 5
11 53 5
11 54 6
11 55 19
11 56 2
11 57 2
11 58 4
11 59 1
11 60 3
11 61 33
11 3 6
11 128 3
11 64 8
11 65 8
11 66 3
11 67 19
11 68 19
11 69 7
11 70 18
11 71 10
11 72 8
11 73 5
11 74 8
11 75 5
11 76 11
11 77 27
11 78 3
11 157 10
11 79 15
11 80 3
11 81 5
11 160 4
11 83 20
11 152 2
11 85 5
11 86 17
11 87 3
11 88 3
11 89 11
11 90 2
11 91 2
11 92 5
11 93 5
11 94 45
11 95 4
11 96 4
11 97 17
11 98 3
11 99 10
11 100 21
11 101 3
11 102 2
11 103 19
11 104 5
11 105 2
11 106 22
11 107 16
11 108 5
11 109 2
11 110 7
11 112 2
11 113 45
11 114 1
11 116 1
11 117 1
11 118 6
11 119 2
11 120 11
11 121 3
11 122 4
11 123 16
11 124 3
11 125 14
11 126 4
11 127 8
11 154 6
11 129 6
11 130 10
11 131 19
11 132 14
11 133 3
11 134 4
11 135 7
11 136 1
11 137 21
11 138 10
11 153 17
11 139 42
11 140 6
11 158 7
11 141 29
11 142 2
11 143 14
12 2 1
12 73 9
12 13 3
12 146 1
12 14 29
12 15 13
12 16 14
12 17 4
12 18 8
12 19 13
12 20 10
12 22 14
12 24 3
12 25 4
12 26 4
12 27 18
12 28 7
12 29 11
12 30 5
12 147 15
12 31 17
12 32 15
12 33 21
12 34 9
12 35 4
12 36 18
12 148 9
12 37 48
12 149 11
12 39 5
12 40 2
12 41 29
12 150 7
12 42 6
12 44 8
12 151 3
12 45 1
12 159 2
12 46 5
12 48 9
12 49 10
12 50 3
12 51 3
12 52 13
12 54 1
12 55 4
12 56 6
12 57 35
12 58 13
12 59 24
12 60 5
12 61 3
12 3 6
12 63 14
12 64 20
12 65 6
12 66 26
12 67 5
12 68 3
12 69 1
12 70 2
12 71 11
12 74 4
12 75 9
12 76 5
12 77 7
12 78 8
12 80 5
12 81 6
12 82 13
12 83 2
12 152 21
12 84 23
12 85 9
12 86 4
12 87 27
12 88 6
12 89 4
12 90 16
12 91 7
12 92 64
12 93 12
12 94 4
12 95 27
12 96 8
12 98 9
12 99 2
12 100 2
12 101 2
12 102 14
12 103 3
12 104 23
12 105 5
12 106 4
12 107 1
12 108 34
12 109 16
12 110 7
12 111 17
12 112 8
12 114 21
12 115 57
12 116 10
12 117 13
12 118 20
12 119 4
12 120 8
12 121 11
12 122 4
12 124 15
12 125 2
12 126 23
12 127 19
12 128 20
12 154 1
12 129 22
12 132 1
12 133 13
12 134 17
12 136 8
12 137 2
12 138 16
12 153 3
12 140 30
12 141 4
12 142 23
12 143 9
13 50 2
13 73 4
13 146 6
13 14 3
13 15 3
13 16 6
13 17 3
13 18 1
13 19 14
13 20 2
13 21 2
13 22 5
13 23 3
13 25 9
13 26 10
13 27 6
13 28 1
13 29 3
13 2 14
13 147 2
13 31 6
13 70 7
13 33 1
13 34 3
13 35 2
13 36 3
13 148 6
13 37 4
13 149 2
13 39 8
13 40 1
13 41 1
13 150 7
13 42 1
13 43 3
13 44 3
13 151 1
13 45 6
13 46 1
13 47 1
13 49 3
13 48 3
13 51 3
13 52 5
13 53 2
13 54 2
13 55 1
13 56 4
13 57 5
13 58 8
13 59 3
13 60 6
13 61 7
13 3 9
13 63 3
13 64 6
13 65 7
13 66 7
13 67 5
13 68 7
13 69 7
13 32 4
13 71 6
13 72 1
13 74 5
13 159 5
13 76 7
13 77 14
13 78 1
13 157 8
13 79 4
13 80 1
13 81 10
13 160 2
13 82 7
13 30 1
13 83 3
13 152 2
13 86 6
13 87 1
13 88 2
13 90 1
13 91 2
13 92 12
13 93 3
13 94 12
13 95 5
13 96 4
13 97 7
13 98 1
13 99 6
13 100 9
13 155 3
13 103 10
13 104 2
13 105 4
13 106 8
13 107 2
13 108 1
13 109 4
13 111 1
13 112 5
13 113 1
13 114 1
13 110 1
13 118 2
13 119 1
13 120 1
13 121 4
13 122 20
13 123 6
13 125 2
13 126 1
13 127 9
13 128 4
13 154 1
13 129 3
13 130 15
13 131 3
13 134 2
13 135 2
13 136 10
13 137 2
13 138 4
13 153 15
13 139 12
13 140 4
13 141 1
13 142 4
13 143 3
146 2 6
146 56 6
146 73 2
146 155 21
146 15 7
146 19 12
146 20 2
146 21 8
146 22 1
146 23 2
146 156 50
146 25 6
146 26 5
146 27 3
146 28 3
146 30 1
146 147 1
146 31 4
146 70 4
146 34 3
146 24 2
146 35 3
146 148 2
146 37 1
146 149 1
146 39 1
146 40 1
146 41 1
146 150 8
146 42 1
146 43 5
146 44 4
146 151 1
146 159 19
146 46 3
146 48 3
146 50 5
146 51 4
146 52 5
146 53 5
146 54 2
146 55 3
146 57 3
146 58 2
146 59 1
146 60 4
146 61 11
146 3 1
146 128 2
146 64 6
146 65 12
146 66 2
146 67 3
146 68 12
146 69 2
146 32 2
146 71 2
146 72 15
146 75 1
146 76 4
146 77 5
146 78 4
146 157 11
146 79 17
146 80 1
146 81 5
146 160 27
146 82 3
146 83 6
146 84 3
146 86 8
146 87 2
146 89 2
146 90 2
146 91 1
146 92 8
146 93 3
146 94 14
146 96 1
146 97 7
146 98 1
146 99 42
146 100 8
146 101 1
146 102 1
146 103 16
146 105 9
146 106 20
146 107 6
146 108 3
146 110 2
146 111 2
146 113 8
146 116 2
146 117 2
146 118 6
146 119 2
146 120 2
146 121 1
146 122 5
146 123 3
146 124 1
146 125 4
146 126 5
146 127 2
146 154 2
146 129 1
146 130 1
146 131 4
146 132 5
146 133 1
146 47 27
146 135 40
146 136 1
146 137 6
146 138 9
146 153 5
146 139 13
146 140 2
146 158 4
146 141 12
146 143 4
155 73 1
155 14 1
155 17 1
155 18 1
155 19 6
155 20 2
155 21 4
155 2 7
155 23 1
155 156 10
155 25 8
155 27 1
155 29 1
155 30 1
155 31 1
155 32 1
155 24 4
155 35 5
155 149 2
155 39 4
155 40 1
155 150 10
155 42 1
155 43 10
155 44 2
155 45 1
155 159 8
155 51 1
155 53 6
155 54 2
155 55 8
155 127 2
155 60 5
155 61 7
155 3 4
155 80 1
155 65 2
155 66 1
155 67 7
155 68 10
155 69 6
155 70 2
155 71 1
155 72 3
155 74 1
155 75 2
155 76 6
155 77 5
155 58 1
155 157 2
155 79 15
155 128 1
155 81 1
155 160 4
155 83 9
155 86 4
155 88 1
155 89 8
155 90 1
155 129 1
155 92 3
155 94 10
155 95 2
155 97 9
155 98 2
155 99 15
155 100 2
155 101 4
155 103 16
155 104 6
155 105 8
155 106 9
155 107 4
155 112 1
155 113 9
155 119 1
155 122 3
155 125 4
155 154 2
155 130 6
155 131 3
155 132 6
155 47 13
155 135 19
155 136 2
155 137 5
155 153 8
155 139 11
155 141 9
14 2 1
14 73 13
14 15 11
14 16 12
14 17 5
14 18 8
14 19 4
14 20 7
14 22 5
14 23 2
14 26 3
14 27 25
14 28 5
14 29 4
14 30 13
14 31 16
14 32 19
14 33 13
14 34 14
14 35 2
14 36 11
14 148 1
14 37 26
14 38 1
14 149 13
14 39 5
14 40 2
14 41 23
14 150 2
14 42 3
14 44 5
14 151 1
14 45 2
14 159 1
14 46 5
14 47 1
14 49 4
14 48 7
14 51 4
14 52 12
14 56 6
14 57 17
14 58 12
14 59 18
14 60 1
14 61 3
14 3 5
14 63 9
14 64 27
14 65 10
14 66 10
14 67 2
14 68 2
14 147 14
14 70 6
14 71 13
14 74 1
14 75 4
14 76 6
14 77 7
14 78 7
14 79 2
14 80 4
14 81 4
14 82 5
14 152 32
14 84 3
14 85 3
14 86 5
14 87 19
14 88 5
14 89 1
14 90 36
14 91 5
14 92 28
14 93 9
14 94 10
14 95 40
14 96 7
14 97 1
14 98 16
14 100 1
14 101 1
14 102 9
14 104 35
14 105 3
14 107 1
14 108 13
14 109 25
14 110 1
14 111 6
14 112 5
14 114 13
14 115 28
14 116 14
14 117 19
14 118 4
14 119 1
14 120 6
14 121 6
14 122 5
14 123 1
14 124 9
14 126 15
14 127 18
14 128 19
14 129 24
14 131 1
14 133 12
14 134 3
14 136 2
14 137 7
14 138 2
14 153 1
14 139 4
14 140 13
14 141 1
14 142 23
14 143 3
15 16 3
15 17 9
15 18 8
15 19 17
15 20 4
15 21 2
15 22 10
15 23 18
15 156 2
15 25 9
15 26 6
15 27 9
15 28 10
15 29 13
15 2 2
15 147 8
15 31 12
15 32 19
15 33 18
15 34 9
15 24 2
15 35 2
15 36 10
15 148 16
15 37 4
15 38 2
15 149 15
15 39 11
15 40 9
15 41 7
15 150 10
15 42 10
15 44 8
15 151 10
15 45 2
15 159 1
15 46 22
15 47 2
15 48 2
15 49 12
15 50 5
15 51 5
15 52 8
15 53 1
15 54 2
15 55 5
15 56 4
15 57 14
15 58 7
15 59 15
15 60 8
15 61 6
15 63 12
15 64 12
15 65 7
15 66 17
15 67 3
15 68 5
15 69 3
15 70 5
15 71 14
15 73 7
15 74 1
15 75 16
15 76 4
15 77 11
15 78 11
15 157 3
15 79 2
15 80 6
15 81 3
15 160 2
15 82 7
15 30 2
15 83 6
15 152 2
15 84 23
15 85 10
15 86 15
15 87 13
15 88 9
15 89 5
15 90 16
15 91 6
15 92 21
15 93 23
15 94 2
15 95 9
15 96 19
15 97 5
15 98 9
15 99 6
15 100 5
15 101 2
15 102 8
15 103 7
15 104 30
15 105 5
15 106 1
15 107 12
15 108 10
15 109 6
15 110 6
